date	ouv	haut	bas	clot	vol	devise	
10/11/2020 00:00	-0.472	-0.472	-0.472	-0.472	0		
11/11/2020 00:00	-0.473	-0.473	-0.473	-0.473	0		
12/11/2020 00:00	-0.468	-0.468	-0.468	-0.468	0		
13/11/2020 00:00	-0.469	-0.469	-0.469	-0.469	0		
16/11/2020 00:00	-0.476	-0.476	-0.476	-0.476	0		
17/11/2020 00:00	-0.474	-0.474	-0.474	-0.474	0		
18/11/2020 00:00	-0.483	-0.483	-0.483	-0.483	0		
19/11/2020 00:00	-0.483	-0.483	-0.483	-0.483	0		
20/11/2020 00:00	-0.483	-0.483	-0.483	-0.483	0		
23/11/2020 00:00	-0.484	-0.484	-0.484	-0.484	0		
24/11/2020 00:00	-0.482	-0.482	-0.482	-0.482	0		
25/11/2020 00:00	-0.482	-0.482	-0.482	-0.482	0		
26/11/2020 00:00	-0.483	-0.483	-0.483	-0.483	0		
27/11/2020 00:00	-0.487	-0.487	-0.487	-0.487	0		
30/11/2020 00:00	-0.487	-0.487	-0.487	-0.487	0		
01/12/2020 00:00	-0.487	-0.487	-0.487	-0.487	0		
02/12/2020 00:00	-0.486	-0.486	-0.486	-0.486	0		
03/12/2020 00:00	-0.488	-0.488	-0.488	-0.488	0		
04/12/2020 00:00	-0.49	-0.49	-0.49	-0.49	0		
07/12/2020 00:00	-0.499	-0.499	-0.499	-0.499	0		
08/12/2020 00:00	-0.504	-0.504	-0.504	-0.504	0		
09/12/2020 00:00	-0.507	-0.507	-0.507	-0.507	0		
10/12/2020 00:00	-0.504	-0.504	-0.504	-0.504	0		
11/12/2020 00:00	-0.499	-0.499	-0.499	-0.499	0		
14/12/2020 00:00	-0.505	-0.505	-0.505	-0.505	0		
15/12/2020 00:00	-0.503	-0.503	-0.503	-0.503	0		
16/12/2020 00:00	-0.499	-0.499	-0.499	-0.499	0		
17/12/2020 00:00	-0.495	-0.495	-0.495	-0.495	0		
18/12/2020 00:00	-0.498	-0.498	-0.498	-0.498	0		
21/12/2020 00:00	-0.492	-0.492	-0.492	-0.492	0		
22/12/2020 00:00	-0.493	-0.493	-0.493	-0.493	0		
23/12/2020 00:00	-0.495	-0.495	-0.495	-0.495	0		
24/12/2020 00:00	-0.494	-0.494	-0.494	-0.494	0		
28/12/2020 00:00	-0.495	-0.495	-0.495	-0.495	0		
29/12/2020 00:00	-0.495	-0.495	-0.495	-0.495	0		
30/12/2020 00:00	-0.499	-0.499	-0.499	-0.499	0		
31/12/2020 00:00	-0.499	-0.499	-0.499	-0.499	0		
04/01/2021 00:00	-0.502	-0.502	-0.502	-0.502	0		
05/01/2021 00:00	-0.503	-0.503	-0.503	-0.503	0		
06/01/2021 00:00	-0.509	-0.509	-0.509	-0.509	0		
07/01/2021 00:00	-0.509	-0.509	-0.509	-0.509	0		
08/01/2021 00:00	-0.51	-0.51	-0.51	-0.51	0		
11/01/2021 00:00	-0.503	-0.503	-0.503	-0.503	0		
12/01/2021 00:00	-0.506	-0.506	-0.506	-0.506	0		
13/01/2021 00:00	-0.498	-0.498	-0.498	-0.498	0		
14/01/2021 00:00	-0.505	-0.505	-0.505	-0.505	0		
15/01/2021 00:00	-0.508	-0.508	-0.508	-0.508	0		
18/01/2021 00:00	-0.503	-0.503	-0.503	-0.503	0		
19/01/2021 00:00	-0.502	-0.502	-0.502	-0.502	0		
20/01/2021 00:00	-0.506	-0.506	-0.506	-0.506	0		
21/01/2021 00:00	-0.505	-0.505	-0.505	-0.505	0		
22/01/2021 00:00	-0.498	-0.498	-0.498	-0.498	0		
25/01/2021 00:00	-0.493	-0.493	-0.493	-0.493	0		
26/01/2021 00:00	-0.504	-0.504	-0.504	-0.504	0		
27/01/2021 00:00	-0.505	-0.505	-0.505	-0.505	0		
28/01/2021 00:00	-0.513	-0.513	-0.513	-0.513	0		
29/01/2021 00:00	-0.512	-0.512	-0.512	-0.512	0		
01/02/2021 00:00	-0.511	-0.511	-0.511	-0.511	0		
02/02/2021 00:00	-0.515	-0.515	-0.515	-0.515	0		
03/02/2021 00:00	-0.507	-0.507	-0.507	-0.507	0		
04/02/2021 00:00	-0.508	-0.508	-0.508	-0.508	0		
05/02/2021 00:00	-0.504	-0.504	-0.504	-0.504	0		
08/02/2021 00:00	-0.503	-0.503	-0.503	-0.503	0		
09/02/2021 00:00	-0.503	-0.503	-0.503	-0.503	0		
10/02/2021 00:00	-0.503	-0.503	-0.503	-0.503	0		
11/02/2021 00:00	-0.502	-0.502	-0.502	-0.502	0		
12/02/2021 00:00	-0.502	-0.502	-0.502	-0.502	0		
15/02/2021 00:00	-0.505	-0.505	-0.505	-0.505	0		
16/02/2021 00:00	-0.5	-0.5	-0.5	-0.5	0		
17/02/2021 00:00	-0.498	-0.498	-0.498	-0.498	0		
18/02/2021 00:00	-0.498	-0.498	-0.498	-0.498	0		
19/02/2021 00:00	-0.494	-0.494	-0.494	-0.494	0		
22/02/2021 00:00	-0.494	-0.494	-0.494	-0.494	0		
23/02/2021 00:00	-0.496	-0.496	-0.496	-0.496	0		
24/02/2021 00:00	-0.494	-0.494	-0.494	-0.494	0		
25/02/2021 00:00	-0.497	-0.497	-0.497	-0.497	0		
26/02/2021 00:00	-0.483	-0.483	-0.483	-0.483	0		
01/03/2021 00:00	-0.478	-0.478	-0.478	-0.478	0		
02/03/2021 00:00	-0.488	-0.488	-0.488	-0.488	0		
03/03/2021 00:00	-0.482	-0.482	-0.482	-0.482	0		
04/03/2021 00:00	-0.486	-0.486	-0.486	-0.486	0		
05/03/2021 00:00	-0.487	-0.487	-0.487	-0.487	0		
08/03/2021 00:00	-0.483	-0.483	-0.483	-0.483	0		
09/03/2021 00:00	-0.488	-0.488	-0.488	-0.488	0		
10/03/2021 00:00	-0.487	-0.487	-0.487	-0.487	0		
11/03/2021 00:00	-0.486	-0.486	-0.486	-0.486	0		
12/03/2021 00:00	-0.483	-0.483	-0.483	-0.483	0		
15/03/2021 00:00	-0.482	-0.482	-0.482	-0.482	0		
16/03/2021 00:00	-0.491	-0.491	-0.491	-0.491	0		
17/03/2021 00:00	-0.485	-0.485	-0.485	-0.485	0		
18/03/2021 00:00	-0.487	-0.487	-0.487	-0.487	0		
19/03/2021 00:00	-0.483	-0.483	-0.483	-0.483	0		
22/03/2021 00:00	-0.491	-0.491	-0.491	-0.491	0		
23/03/2021 00:00	-0.493	-0.493	-0.493	-0.493	0		
24/03/2021 00:00	-0.493	-0.493	-0.493	-0.493	0		
25/03/2021 00:00	-0.487	-0.487	-0.487	-0.487	0		
26/03/2021 00:00	-0.489	-0.489	-0.489	-0.489	0		
29/03/2021 00:00	-0.488	-0.488	-0.488	-0.488	0		
30/03/2021 00:00	-0.494	-0.494	-0.494	-0.494	0		
31/03/2021 00:00	-0.484	-0.484	-0.484	-0.484	0		
01/04/2021 00:00	-0.488	-0.488	-0.488	-0.488	0		
06/04/2021 00:00	-0.496	-0.496	-0.496	-0.496	0		
07/04/2021 00:00	-0.492	-0.492	-0.492	-0.492	0		
08/04/2021 00:00	-0.493	-0.493	-0.493	-0.493	0		
09/04/2021 00:00	-0.497	-0.497	-0.497	-0.497	0		
12/04/2021 00:00	-0.49	-0.49	-0.49	-0.49	0		
13/04/2021 00:00	-0.493	-0.493	-0.493	-0.493	0		
14/04/2021 00:00	-0.482	-0.482	-0.482	-0.482	0		
15/04/2021 00:00	-0.478	-0.478	-0.478	-0.478	0		
16/04/2021 00:00	-0.478	-0.478	-0.478	-0.478	0		
19/04/2021 00:00	-0.478	-0.478	-0.478	-0.478	0		
20/04/2021 00:00	-0.473	-0.473	-0.473	-0.473	0		
21/04/2021 00:00	-0.476	-0.476	-0.476	-0.476	0		
22/04/2021 00:00	-0.476	-0.476	-0.476	-0.476	0		
23/04/2021 00:00	-0.476	-0.476	-0.476	-0.476	0		
26/04/2021 00:00	-0.477	-0.477	-0.477	-0.477	0		
27/04/2021 00:00	-0.484	-0.484	-0.484	-0.484	0		
28/04/2021 00:00	-0.483	-0.483	-0.483	-0.483	0		
29/04/2021 00:00	-0.479	-0.479	-0.479	-0.479	0		
30/04/2021 00:00	-0.481	-0.481	-0.481	-0.481	0		
03/05/2021 00:00	-0.486	-0.486	-0.486	-0.486	0		
04/05/2021 00:00	-0.483	-0.483	-0.483	-0.483	0		
05/05/2021 00:00	-0.483	-0.483	-0.483	-0.483	0		
06/05/2021 00:00	-0.483	-0.483	-0.483	-0.483	0		
07/05/2021 00:00	-0.483	-0.483	-0.483	-0.483	0		
10/05/2021 00:00	-0.482	-0.482	-0.482	-0.482	0		
11/05/2021 00:00	-0.481	-0.481	-0.481	-0.481	0		
12/05/2021 00:00	-0.48	-0.48	-0.48	-0.48	0		
13/05/2021 00:00	-0.482	-0.482	-0.482	-0.482	0		
14/05/2021 00:00	-0.478	-0.478	-0.478	-0.478	0		
17/05/2021 00:00	-0.478	-0.478	-0.478	-0.478	0		
18/05/2021 00:00	-0.476	-0.476	-0.476	-0.476	0		
19/05/2021 00:00	-0.479	-0.479	-0.479	-0.479	0		
20/05/2021 00:00	-0.482	-0.482	-0.482	-0.482	0		
21/05/2021 00:00	-0.479	-0.479	-0.479	-0.479	0		
24/05/2021 00:00	-0.478	-0.478	-0.478	-0.478	0		
25/05/2021 00:00	-0.476	-0.476	-0.476	-0.476	0		
26/05/2021 00:00	-0.48	-0.48	-0.48	-0.48	0		
27/05/2021 00:00	-0.48	-0.48	-0.48	-0.48	0		
28/05/2021 00:00	-0.481	-0.481	-0.481	-0.481	0		
31/05/2021 00:00	-0.483	-0.483	-0.483	-0.483	0		
01/06/2021 00:00	-0.487	-0.487	-0.487	-0.487	0		
02/06/2021 00:00	-0.485	-0.485	-0.485	-0.485	0		
03/06/2021 00:00	-0.485	-0.485	-0.485	-0.485	0		
04/06/2021 00:00	-0.486	-0.486	-0.486	-0.486	0		
07/06/2021 00:00	-0.486	-0.486	-0.486	-0.486	0		
08/06/2021 00:00	-0.488	-0.488	-0.488	-0.488	0		
09/06/2021 00:00	-0.485	-0.485	-0.485	-0.485	0		
10/06/2021 00:00	-0.488	-0.488	-0.488	-0.488	0		
11/06/2021 00:00	-0.489	-0.489	-0.489	-0.489	0		
14/06/2021 00:00	-0.488	-0.488	-0.488	-0.488	0		
15/06/2021 00:00	-0.488	-0.488	-0.488	-0.488	0		
16/06/2021 00:00	-0.485	-0.485	-0.485	-0.485	0		
17/06/2021 00:00	-0.486	-0.486	-0.486	-0.486	0		
18/06/2021 00:00	-0.485	-0.485	-0.485	-0.485	0		
21/06/2021 00:00	-0.48	-0.48	-0.48	-0.48	0		
22/06/2021 00:00	-0.477	-0.477	-0.477	-0.477	0		
23/06/2021 00:00	-0.478	-0.478	-0.478	-0.478	0		
24/06/2021 00:00	-0.478	-0.478	-0.478	-0.478	0		
25/06/2021 00:00	-0.478	-0.478	-0.478	-0.478	0		
28/06/2021 00:00	-0.48	-0.48	-0.48	-0.48	0		
29/06/2021 00:00	-0.48	-0.48	-0.48	-0.48	0		
30/06/2021 00:00	-0.483	-0.483	-0.483	-0.483	0		
01/07/2021 00:00	-0.485	-0.485	-0.485	-0.485	0		
02/07/2021 00:00	-0.485	-0.485	-0.485	-0.485	0		
05/07/2021 00:00	-0.488	-0.488	-0.488	-0.488	0		
06/07/2021 00:00	-0.489	-0.489	-0.489	-0.489	0		
07/07/2021 00:00	-0.491	-0.491	-0.491	-0.491	0		
08/07/2021 00:00	-0.493	-0.493	-0.493	-0.493	0		
09/07/2021 00:00	-0.494	-0.494	-0.494	-0.494	0		
12/07/2021 00:00	-0.493	-0.493	-0.493	-0.493	0		
13/07/2021 00:00	-0.49	-0.49	-0.49	-0.49	0		
14/07/2021 00:00	-0.488	-0.488	-0.488	-0.488	0		
15/07/2021 00:00	-0.487	-0.487	-0.487	-0.487	0		
16/07/2021 00:00	-0.488	-0.488	-0.488	-0.488	0		
19/07/2021 00:00	-0.488	-0.488	-0.488	-0.488	0		
20/07/2021 00:00	-0.486	-0.486	-0.486	-0.486	0		
21/07/2021 00:00	-0.484	-0.484	-0.484	-0.484	0		
22/07/2021 00:00	-0.485	-0.485	-0.485	-0.485	0		
23/07/2021 00:00	-0.493	-0.493	-0.493	-0.493	0		
26/07/2021 00:00	-0.493	-0.493	-0.493	-0.493	0		
27/07/2021 00:00	-0.494	-0.494	-0.494	-0.494	0		
28/07/2021 00:00	-0.498	-0.498	-0.498	-0.498	0		
29/07/2021 00:00	-0.502	-0.502	-0.502	-0.502	0		
30/07/2021 00:00	-0.502	-0.502	-0.502	-0.502	0		
02/08/2021 00:00	-0.502	-0.502	-0.502	-0.502	0		
03/08/2021 00:00	-0.505	-0.505	-0.505	-0.505	0		
04/08/2021 00:00	-0.502	-0.502	-0.502	-0.502	0		
05/08/2021 00:00	-0.504	-0.504	-0.504	-0.504	0		
06/08/2021 00:00	-0.501	-0.501	-0.501	-0.501	0		
09/08/2021 00:00	-0.502	-0.502	-0.502	-0.502	0		
10/08/2021 00:00	-0.498	-0.498	-0.498	-0.498	0		
11/08/2021 00:00	-0.498	-0.498	-0.498	-0.498	0		
12/08/2021 00:00	-0.497	-0.497	-0.497	-0.497	0		
13/08/2021 00:00	-0.496	-0.496	-0.496	-0.496	0		
16/08/2021 00:00	-0.493	-0.493	-0.493	-0.493	0		
17/08/2021 00:00	-0.491	-0.491	-0.491	-0.491	0		
18/08/2021 00:00	-0.493	-0.493	-0.493	-0.493	0		
19/08/2021 00:00	-0.494	-0.494	-0.494	-0.494	0		
20/08/2021 00:00	-0.494	-0.494	-0.494	-0.494	0		
23/08/2021 00:00	-0.494	-0.494	-0.494	-0.494	0		
24/08/2021 00:00	-0.495	-0.495	-0.495	-0.495	0		
25/08/2021 00:00	-0.498	-0.498	-0.498	-0.498	0		
26/08/2021 00:00	-0.501	-0.501	-0.501	-0.501	0		
27/08/2021 00:00	-0.502	-0.502	-0.502	-0.502	0		
30/08/2021 00:00	-0.5	-0.5	-0.5	-0.5	0		
31/08/2021 00:00	-0.501	-0.501	-0.501	-0.501	0		
01/09/2021 00:00	-0.496	-0.496	-0.496	-0.496	0		
02/09/2021 00:00	-0.499	-0.499	-0.499	-0.499	0		
03/09/2021 00:00	-0.5	-0.5	-0.5	-0.5	0		
06/09/2021 00:00	-0.5	-0.5	-0.5	-0.5	0		
07/09/2021 00:00	-0.496	-0.496	-0.496	-0.496	0		
08/09/2021 00:00	-0.494	-0.494	-0.494	-0.494	0		
09/09/2021 00:00	-0.489	-0.489	-0.489	-0.489	0		
10/09/2021 00:00	-0.495	-0.495	-0.495	-0.495	0		
13/09/2021 00:00	-0.489	-0.489	-0.489	-0.489	0		
14/09/2021 00:00	-0.488	-0.488	-0.488	-0.488	0		
15/09/2021 00:00	-0.488	-0.488	-0.488	-0.488	0		
16/09/2021 00:00	-0.493	-0.493	-0.493	-0.493	0		
17/09/2021 00:00	-0.49	-0.49	-0.49	-0.49	0		
20/09/2021 00:00	-0.489	-0.489	-0.489	-0.489	0		
21/09/2021 00:00	-0.497	-0.497	-0.497	-0.497	0		
22/09/2021 00:00	-0.491	-0.491	-0.491	-0.491	0		
23/09/2021 00:00	-0.495	-0.495	-0.495	-0.495	0		
24/09/2021 00:00	-0.488	-0.488	-0.488	-0.488	0		
27/09/2021 00:00	-0.486	-0.486	-0.486	-0.486	0		
28/09/2021 00:00	-0.489	-0.489	-0.489	-0.489	0		
29/09/2021 00:00	-0.491	-0.491	-0.491	-0.491	0		
30/09/2021 00:00	-0.488	-0.488	-0.488	-0.488	0		
01/10/2021 00:00	-0.488	-0.488	-0.488	-0.488	0		
04/10/2021 00:00	-0.488	-0.488	-0.488	-0.488	0		
05/10/2021 00:00	-0.491	-0.491	-0.491	-0.491	0		
06/10/2021 00:00	-0.487	-0.487	-0.487	-0.487	0		
07/10/2021 00:00	-0.482	-0.482	-0.482	-0.482	0		
08/10/2021 00:00	-0.482	-0.482	-0.482	-0.482	0		
11/10/2021 00:00	-0.48	-0.48	-0.48	-0.48	0		
12/10/2021 00:00	-0.476	-0.476	-0.476	-0.476	0		
13/10/2021 00:00	-0.473	-0.473	-0.473	-0.473	0		
14/10/2021 00:00	-0.473	-0.473	-0.473	-0.473	0		
15/10/2021 00:00	-0.483	-0.483	-0.483	-0.483	0		
18/10/2021 00:00	-0.48	-0.48	-0.48	-0.48	0		
19/10/2021 00:00	-0.467	-0.467	-0.467	-0.467	0		
20/10/2021 00:00	-0.468	-0.468	-0.468	-0.468	0		
21/10/2021 00:00	-0.477	-0.477	-0.477	-0.477	0		
22/10/2021 00:00	-0.471	-0.471	-0.471	-0.471	0		
25/10/2021 00:00	-0.471	-0.471	-0.471	-0.471	0		
26/10/2021 00:00	-0.474	-0.474	-0.474	-0.474	0		
27/10/2021 00:00	-0.473	-0.473	-0.473	-0.473	0		
28/10/2021 00:00	-0.473	-0.473	-0.473	-0.473	0		
29/10/2021 00:00	-0.455	-0.455	-0.455	-0.455	0		
01/11/2021 00:00	-0.443	-0.443	-0.443	-0.443	0		
02/11/2021 00:00	-0.461	-0.461	-0.461	-0.461	0		
03/11/2021 00:00	-0.482	-0.482	-0.482	-0.482	0		
04/11/2021 00:00	-0.478	-0.478	-0.478	-0.478	0		
05/11/2021 00:00	-0.495	-0.495	-0.495	-0.495	0		
08/11/2021 00:00	-0.501	-0.501	-0.501	-0.501	0		
09/11/2021 00:00	-0.498	-0.498	-0.498	-0.498	0		
10/11/2021 00:00	-0.496	-0.496	-0.496	-0.496	0		
11/11/2021 00:00	-0.478	-0.478	-0.478	-0.478	0		
12/11/2021 00:00	-0.473	-0.473	-0.473	-0.473	0		
15/11/2021 00:00	-0.48	-0.48	-0.48	-0.48	0		
16/11/2021 00:00	-0.484	-0.484	-0.484	-0.484	0		
17/11/2021 00:00	-0.489	-0.489	-0.489	-0.489	0		
18/11/2021 00:00	-0.488	-0.488	-0.488	-0.488	0		
19/11/2021 00:00	-0.49	-0.49	-0.49	-0.49	0		
22/11/2021 00:00	-0.495	-0.495	-0.495	-0.495	0		
23/11/2021 00:00	-0.491	-0.491	-0.491	-0.491	0		
24/11/2021 00:00	-0.491	-0.491	-0.491	-0.491	0		
25/11/2021 00:00	-0.498	-0.498	-0.498	-0.498	0		
26/11/2021 00:00	-0.494	-0.494	-0.494	-0.494	0		
29/11/2021 00:00	-0.504	-0.504	-0.504	-0.504	0		
30/11/2021 00:00	-0.505	-0.505	-0.505	-0.505	0		
01/12/2021 00:00	-0.505	-0.505	-0.505	-0.505	0		
02/12/2021 00:00	-0.498	-0.498	-0.498	-0.498	0		
03/12/2021 00:00	-0.5	-0.5	-0.5	-0.5	0		
06/12/2021 00:00	-0.499	-0.499	-0.499	-0.499	0		
07/12/2021 00:00	-0.499	-0.499	-0.499	-0.499	0		
08/12/2021 00:00	-0.498	-0.498	-0.498	-0.498	0		
09/12/2021 00:00	-0.497	-0.497	-0.497	-0.497	0		
10/12/2021 00:00	-0.498	-0.498	-0.498	-0.498	0		
13/12/2021 00:00	-0.504	-0.504	-0.504	-0.504	0		
14/12/2021 00:00	-0.508	-0.508	-0.508	-0.508	0		
15/12/2021 00:00	-0.508	-0.508	-0.508	-0.508	0		
16/12/2021 00:00	-0.508	-0.508	-0.508	-0.508	0		
17/12/2021 00:00	-0.511	-0.511	-0.511	-0.511	0		
20/12/2021 00:00	-0.518	-0.518	-0.518	-0.518	0		
21/12/2021 00:00	-0.515	-0.515	-0.515	-0.515	0		
22/12/2021 00:00	-0.505	-0.505	-0.505	-0.505	0		
23/12/2021 00:00	-0.499	-0.499	-0.499	-0.499	0		
24/12/2021 00:00	-0.494	-0.494	-0.494	-0.494	0		
27/12/2021 00:00	-0.495	-0.495	-0.495	-0.495	0		
28/12/2021 00:00	-0.495	-0.495	-0.495	-0.495	0		
29/12/2021 00:00	-0.492	-0.492	-0.492	-0.492	0		
30/12/2021 00:00	-0.498	-0.498	-0.498	-0.498	0		
31/12/2021 00:00	-0.501	-0.501	-0.501	-0.501	0		
03/01/2022 00:00	-0.499	-0.499	-0.499	-0.499	0		
04/01/2022 00:00	-0.498	-0.498	-0.498	-0.498	0		
05/01/2022 00:00	-0.5	-0.5	-0.5	-0.5	0		
06/01/2022 00:00	-0.496	-0.496	-0.496	-0.496	0		
07/01/2022 00:00	-0.493	-0.493	-0.493	-0.493	0		
10/01/2022 00:00	-0.489	-0.489	-0.489	-0.489	0		
11/01/2022 00:00	-0.49	-0.49	-0.49	-0.49	0		
12/01/2022 00:00	-0.475	-0.475	-0.475	-0.475	0		
13/01/2022 00:00	-0.483	-0.483	-0.483	-0.483	0		
14/01/2022 00:00	-0.483	-0.483	-0.483	-0.483	0		
17/01/2022 00:00	-0.47	-0.47	-0.47	-0.47	0		
18/01/2022 00:00	-0.468	-0.468	-0.468	-0.468	0		
19/01/2022 00:00	-0.468	-0.468	-0.468	-0.468	0		
20/01/2022 00:00	-0.46	-0.46	-0.46	-0.46	0		
21/01/2022 00:00	-0.462	-0.462	-0.462	-0.462	0		
24/01/2022 00:00	-0.463	-0.463	-0.463	-0.463	0		
25/01/2022 00:00	-0.467	-0.467	-0.467	-0.467	0		
26/01/2022 00:00	-0.468	-0.468	-0.468	-0.468	0		
27/01/2022 00:00	-0.466	-0.466	-0.466	-0.466	0		
28/01/2022 00:00	-0.459	-0.459	-0.459	-0.459	0		
31/01/2022 00:00	-0.453	-0.453	-0.453	-0.453	0		
01/02/2022 00:00	-0.431	-0.431	-0.431	-0.431	0		
02/02/2022 00:00	-0.429	-0.429	-0.429	-0.429	0		
03/02/2022 00:00	-0.423	-0.423	-0.423	-0.423	0		
04/02/2022 00:00	-0.346	-0.346	-0.346	-0.346	0		
07/02/2022 00:00	-0.31	-0.31	-0.31	-0.31	0		
08/02/2022 00:00	-0.313	-0.313	-0.313	-0.313	0		
09/02/2022 00:00	-0.313	-0.313	-0.313	-0.313	0		
10/02/2022 00:00	-0.325	-0.325	-0.325	-0.325	0		
11/02/2022 00:00	-0.298	-0.298	-0.298	-0.298	0		
14/02/2022 00:00	-0.283	-0.283	-0.283	-0.283	0		
15/02/2022 00:00	-0.285	-0.285	-0.285	-0.285	0		
16/02/2022 00:00	-0.286	-0.286	-0.286	-0.286	0		
17/02/2022 00:00	-0.313	-0.313	-0.313	-0.313	0		
18/02/2022 00:00	-0.329	-0.329	-0.329	-0.329	0		
21/02/2022 00:00	-0.332	-0.332	-0.332	-0.332	0		
22/02/2022 00:00	-0.337	-0.337	-0.337	-0.337	0		
23/02/2022 00:00	-0.332	-0.332	-0.332	-0.332	0		
24/02/2022 00:00	-0.323	-0.323	-0.323	-0.323	0		
25/02/2022 00:00	-0.348	-0.348	-0.348	-0.348	0		
28/02/2022 00:00	-0.349	-0.349	-0.349	-0.349	0		
01/03/2022 00:00	-0.363	-0.363	-0.363	-0.363	0		
02/03/2022 00:00	-0.398	-0.398	-0.398	-0.398	0		
03/03/2022 00:00	-0.377	-0.377	-0.377	-0.377	0		
04/03/2022 00:00	-0.359	-0.359	-0.359	-0.359	0		
07/03/2022 00:00	-0.352	-0.352	-0.352	-0.352	0		
08/03/2022 00:00	-0.328	-0.328	-0.328	-0.328	0		
09/03/2022 00:00	-0.308	-0.308	-0.308	-0.308	0		
10/03/2022 00:00	-0.293	-0.293	-0.293	-0.293	0		
11/03/2022 00:00	-0.268	-0.268	-0.268	-0.268	0		
14/03/2022 00:00	-0.258	-0.258	-0.258	-0.258	0		
15/03/2022 00:00	-0.237	-0.237	-0.237	-0.237	0		
16/03/2022 00:00	-0.232	-0.232	-0.232	-0.232	0		
17/03/2022 00:00	-0.216	-0.216	-0.216	-0.216	0		
18/03/2022 00:00	-0.207	-0.207	-0.207	-0.207	0		
21/03/2022 00:00	-0.203	-0.203	-0.203	-0.203	0		
22/03/2022 00:00	-0.186	-0.186	-0.186	-0.186	0		
23/03/2022 00:00	-0.165	-0.165	-0.165	-0.165	0		
24/03/2022 00:00	-0.16	-0.16	-0.16	-0.16	0		
25/03/2022 00:00	-0.142	-0.142	-0.142	-0.142	0		
28/03/2022 00:00	-0.127	-0.127	-0.127	-0.127	0		
29/03/2022 00:00	-0.105	-0.105	-0.105	-0.105	0		
30/03/2022 00:00	-0.103	-0.103	-0.103	-0.103	0		
31/03/2022 00:00	-0.073	-0.073	-0.073	-0.073	0		
01/04/2022 00:00	-0.086	-0.086	-0.086	-0.086	0		
04/04/2022 00:00	-0.083	-0.083	-0.083	-0.083	0		
05/04/2022 00:00	-0.093	-0.093	-0.093	-0.093	0		
06/04/2022 00:00	-0.063	-0.063	-0.063	-0.063	0		
07/04/2022 00:00	-0.058	-0.058	-0.058	-0.058	0		
08/04/2022 00:00	-0.048	-0.048	-0.048	-0.048	0		
11/04/2022 00:00	-0.03	-0.03	-0.03	-0.03	0		
12/04/2022 00:00	0.005	0.005	0.005	0.005	0		
13/04/2022 00:00	-0.014	-0.014	-0.014	-0.014	0		
14/04/2022 00:00	0.003	0.003	0.003	0.003	0		
19/04/2022 00:00	-0.01	-0.01	-0.01	-0.01	0		
20/04/2022 00:00	-0.014	-0.014	-0.014	-0.014	0		
21/04/2022 00:00	0.017	0.017	0.017	0.017	0		
22/04/2022 00:00	0.084	0.084	0.084	0.084	0		
25/04/2022 00:00	0.134	0.134	0.134	0.134	0		
26/04/2022 00:00	0.111	0.111	0.111	0.111	0		
27/04/2022 00:00	0.109	0.109	0.109	0.109	0		
28/04/2022 00:00	0.118	0.118	0.118	0.118	0		
29/04/2022 00:00	0.166	0.166	0.166	0.166	0		
02/05/2022 00:00	0.213	0.213	0.213	0.213	0		
03/05/2022 00:00	0.225	0.225	0.225	0.225	0		
04/05/2022 00:00	0.234	0.234	0.234	0.234	0		
05/05/2022 00:00	0.253	0.253	0.253	0.253	0		
06/05/2022 00:00	0.246	0.246	0.246	0.246	0		
09/05/2022 00:00	0.263	0.263	0.263	0.263	0		
10/05/2022 00:00	0.236	0.236	0.236	0.236	0		
11/05/2022 00:00	0.227	0.227	0.227	0.227	0		
12/05/2022 00:00	0.23	0.23	0.23	0.23	0		
13/05/2022 00:00	0.182	0.182	0.182	0.182	0		
16/05/2022 00:00	0.206	0.206	0.206	0.206	0		
17/05/2022 00:00	0.24	0.24	0.24	0.24	0		
18/05/2022 00:00	0.313	0.313	0.313	0.313	0		
19/05/2022 00:00	0.344	0.344	0.344	0.344	0		
20/05/2022 00:00	0.353	0.353	0.353	0.353	0		
23/05/2022 00:00	0.348	0.348	0.348	0.348	0		
24/05/2022 00:00	0.364	0.364	0.364	0.364	0		
25/05/2022 00:00	0.359	0.359	0.359	0.359	0		
26/05/2022 00:00	0.36	0.36	0.36	0.36	0		
27/05/2022 00:00	0.358	0.358	0.358	0.358	0		
30/05/2022 00:00	0.361	0.361	0.361	0.361	0		
31/05/2022 00:00	0.39	0.39	0.39	0.39	0		
01/06/2022 00:00	0.417	0.417	0.417	0.417	0		
02/06/2022 00:00	0.45	0.45	0.45	0.45	0		
03/06/2022 00:00	0.486	0.486	0.486	0.486	0		
06/06/2022 00:00	0.521	0.521	0.521	0.521	0		
07/06/2022 00:00	0.561	0.561	0.561	0.561	0		
08/06/2022 00:00	0.569	0.569	0.569	0.569	0		
09/06/2022 00:00	0.614	0.614	0.614	0.614	0		
10/06/2022 00:00	0.68	0.68	0.68	0.68	0		
13/06/2022 00:00	0.792	0.792	0.792	0.792	0		
14/06/2022 00:00	0.957	0.957	0.957	0.957	0		
15/06/2022 00:00	1.067	1.067	1.067	1.067	0		
16/06/2022 00:00	1.058	1.058	1.058	1.058	0		
17/06/2022 00:00	1.124	1.124	1.124	1.124	0		
20/06/2022 00:00	1.091	1.091	1.091	1.091	0		
21/06/2022 00:00	1.115	1.115	1.115	1.115	0		
22/06/2022 00:00	1.108	1.108	1.108	1.108	0		
